frame,t,activity,outlet,liquid,disturbed,outside_ratio,blobs,contrast,noise_sigma,threshold,flowing,became_flowing,finished
219,7.3,0.89352,0.52083,1,0,0.009,1.0,14.874,0.509,12.0,1,0,0
220,7.3333,0.90278,0.5625,1,0,0.01016,2.0,14.886,0.499,12.0,1,0,0
221,7.3667,0.90278,0.5625,1,0,0.01375,1.0,15.287,0.506,12.0,1,0,0
222,7.4,0.90278,0.5625,1,0,0.00818,1.0,14.822,0.497,12.0,1,0,0
223,7.4333,0.90278,0.5625,1,0,0.00646,3.0,13.921,0.488,12.0,1,0,0
224,7.4667,0.90278,0.5625,1,0,0.00654,3.0,13.936,0.507,12.0,1,0,0
225,7.5,0.89352,0.52083,1,0,0.00615,3.0,13.523,0.513,12.0,1,0,0
226,7.5333,0.89352,0.52083,1,0,0.00584,4.0,13.504,0.526,12.0,1,0,0
227,7.5667,0.90278,0.5625,1,0,0.00752,3.0,13.805,0.525,12.0,1,0,0
228,7.6,0.0,0.0,0,0,0.01421,0.0,0.0,0.546,12.0,1,0,0
229,7.6333,0.89815,0.54167,1,0,0.01157,1.0,14.339,0.486,12.0,1,0,0
230,7.6667,0.89352,0.52083,1,0,0.00861,1.0,14.281,0.486,12.0,1,0,0
231,7.7,0.89352,0.52083,1,0,0.0072,1.0,13.853,0.496,12.0,1,0,0
232,7.7333,0.89352,0.52083,1,0,0.00631,3.0,13.544,0.495,12.0,1,0,0
233,7.7667,0.89352,0.52083,1,0,0.0081,2.0,13.803,0.509,12.0,1,0,0
234,7.8,0.88889,0.5,1,0,0.00946,1.0,13.734,0.508,12.0,1,0,0
235,7.8333,0.88889,0.5,1,0,0.00958,1.0,14.175,0.51,12.0,1,0,0
236,7.8667,0.89352,0.52083,1,0,0.00919,1.0,14.149,0.51,12.0,1,0,0
237,7.9,0.89352,0.52083,1,0,0.00775,1.0,14.864,0.504,12.0,1,0,0
238,7.9333,0.89352,0.52083,1,0,0.00697,2.0,14.866,0.485,12.0,1,0,0
239,7.9667,0.88889,0.5,1,0,0.00522,2.0,14.23,0.497,12.0,1,0,0
240,8.0,0.90278,0.5625,1,0,0.00639,1.0,13.887,0.591,12.0,1,0,0
241,8.0333,0.0,0.0,0,0,0.00896,0.0,0.0,0.6,12.0,1,0,0
242,8.0667,0.01852,0.08333,1,0,0.00697,1.0,11.781,0.602,12.0,1,0,0
243,8.1,0.90278,0.5625,1,0,0.00436,3.0,13.703,0.576,12.0,1,0,0
244,8.1333,0.90278,0.5625,1,0,0.00327,4.0,14.171,0.561,12.0,1,0,0
245,8.1667,0.90278,0.5625,1,0,0.00358,3.0,14.299,0.541,12.0,1,0,0
246,8.2,0.89352,0.52083,1,0,0.00366,2.0,14.377,0.524,12.0,1,0,0
247,8.2333,0.88889,0.5,1,0,0.00386,4.0,13.636,0.533,12.0,1,0,0
248,8.2667,0.88889,0.5,1,0,0.00471,2.0,13.256,0.556,12.0,1,0,0
249,8.3,0.88889,0.5,1,0,0.00498,2.0,12.754,0.576,12.0,1,0,0
250,8.3333,0.88889,0.5,1,0,0.00331,3.0,12.984,0.584,12.0,1,0,0
251,8.3667,0.88889,0.5,1,0,0.00245,4.0,13.278,0.574,12.0,1,0,0
252,8.4,0.90741,0.58333,1,0,0.00276,4.0,13.13,0.591,12.0,1,0,0
253,8.4333,0.90741,0.58333,1,0,0.00389,2.0,13.287,0.551,12.0,1,0,0
254,8.4667,0.90741,0.58333,1,0,0.00487,5.0,13.168,0.558,12.0,1,0,0
255,8.5,0.89815,0.54167,1,0,0.00681,4.0,13.26,0.575,12.0,1,0,0
256,8.5333,0.89352,0.52083,1,0,0.00662,4.0,13.038,0.607,12.0,1,0,0
257,8.5667,0.89815,0.54167,1,0,0.00533,4.0,12.821,0.617,12.0,1,0,0
258,8.6,0.89815,0.54167,1,0,0.0035,3.0,12.791,0.616,12.0,1,0,0
259,8.6333,0.89352,0.52083,1,0,0.00292,3.0,12.984,0.608,12.0,1,0,0
260,8.6667,0.89352,0.52083,1,0,0.00292,3.0,13.266,0.588,12.0,1,0,0
261,8.7,0.89352,0.52083,1,0,0.00343,3.0,13.33,0.57,12.0,1,0,0
262,8.7333,0.89352,0.52083,1,0,0.00417,5.0,13.201,0.562,12.0,1,0,0
263,8.7667,0.89352,0.52083,1,0,0.00448,5.0,12.94,0.558,12.0,1,0,0
264,8.8,0.89815,0.54167,1,0,0.00323,4.0,12.962,0.663,12.0,1,0,0
265,8.8333,0.89815,0.54167,1,0,0.00269,1.0,13.024,0.671,12.0,1,0,0
266,8.8667,0.89815,0.54167,1,0,0.003,1.0,12.996,0.673,12.0,1,0,0
267,8.9,0.89815,0.54167,1,0,0.00315,2.0,12.982,0.669,12.0,1,0,0
268,8.9333,0.89815,0.54167,1,0,0.00257,1.0,13.467,0.672,12.0,1,0,0
269,8.9667,0.89815,0.54167,1,0,0.00257,2.0,13.08,0.639,12.0,1,0,0
270,9.0,0.89815,0.54167,1,0,0.00273,2.0,13.061,0.625,12.0,1,0,0
271,9.0333,0.89815,0.54167,1,0,0.00234,2.0,13.317,0.619,12.0,1,0,0
272,9.0667,0.89815,0.54167,1,0,0.00234,1.0,13.392,0.646,12.0,1,0,0
273,9.1,0.90278,0.5625,1,0,0.00238,1.0,13.042,0.667,12.0,1,0,0
274,9.1333,0.90278,0.5625,1,0,0.00234,1.0,12.934,0.685,12.0,1,0,0
275,9.1667,0.90278,0.5625,1,0,0.00238,1.0,13.029,0.685,12.0,1,0,0
276,9.2,0.88889,0.5,1,0,0.00284,2.0,13.167,0.657,12.0,1,0,0
277,9.2333,0.87963,0.45833,1,0,0.00234,2.0,13.173,0.647,12.0,1,0,0
278,9.2667,0.89352,0.52083,1,0,0.00234,2.0,13.149,0.656,12.0,1,0,0
279,9.3,0.89815,0.54167,1,0,0.00234,1.0,13.196,0.662,12.0,1,0,0
280,9.3333,0.89815,0.54167,1,0,0.00238,1.0,13.658,0.688,12.0,1,0,0
281,9.3667,0.89815,0.54167,1,0,0.00257,1.0,13.994,0.709,12.0,1,0,0
282,9.4,0.89815,0.54167,1,0,0.00253,1.0,13.986,0.717,12.0,1,0,0
283,9.4333,0.89815,0.54167,1,0,0.00253,1.0,13.954,0.728,12.0,1,0,0
284,9.4667,0.89815,0.54167,1,0,0.00253,1.0,13.499,0.714,12.0,1,0,0
285,9.5,0.89815,0.54167,1,0,0.00249,1.0,13.553,0.734,12.0,1,0,0
286,9.5333,0.89815,0.54167,1,0,0.00245,1.0,13.708,0.725,12.0,1,0,0
287,9.5667,0.90278,0.5625,1,0,0.00245,1.0,14.027,0.732,12.0,1,0,0
288,9.6,0.90741,0.58333,1,0,0.00265,1.0,14.355,0.834,12.0,1,0,0
289,9.6333,0.90741,0.58333,1,0,0.00269,1.0,14.665,0.84,12.0,1,0,0
290,9.6667,0.90278,0.5625,1,0,0.00288,1.0,14.726,0.847,12.0,1,0,0
